tx2,gene.name
transcript/34751,rab27b
transcript/34752,gm4070
transcript/34753,prom2
transcript/34754,rab44
transcript/34755,inpp5d
transcript/34756,rgd1564899
transcript/34757,kcnip2
transcript/34758,tmem63b
transcript/34759,bud13
transcript/34760,pabpc1b
transcript/34761,akt1
transcript/34762,drc1
transcript/34763,enschap00000041011
transcript/34764,si:ch211-169p10.1
transcript/34765,mrgbp
transcript/34766,ldlrap1
transcript/34767,trpc3
transcript/34768,qki-b
transcript/34769,gpd1l
transcript/34770,lrriq3
transcript/34771,dnajc6
transcript/34772,ptprn2
transcript/34773,wdcp
transcript/34774,micall1b.2
transcript/34775,kbtbd12
transcript/34776,si:ch1073-82l19.1
transcript/34777,phactr4a
transcript/34778,lars2
transcript/34779,evpla
transcript/34780,epn3a
transcript/34781,exoc3l2b
transcript/34782,gip
transcript/34783,heatr5a
transcript/34784,midn
transcript/34785,nfkb2
transcript/34786,osbpl11
transcript/34787,abcf1
transcript/34788,qki-b
transcript/34789,gstt2
transcript/34790,znf281a
transcript/34791,b3gnt3.4
transcript/34792,synpo2l
transcript/34793,adgrl2b.1
transcript/34794,ankrd50
transcript/34795,picalma
transcript/34797,itgb2
transcript/34798,nfrkb
transcript/34799,myom1a
transcript/34800,march4l
transcript/34801,ptprn2
transcript/34802,epha2a
transcript/34803,lrrc4.2
transcript/34804,ppp4r2b
transcript/34805,enschap00000041554
transcript/34806,syn2b
transcript/34807,mif4gda
transcript/34808,rps6kal
transcript/34809,tprxl
transcript/34810,lasp1
transcript/34812,pan1
transcript/34813,klhl24a
transcript/34814,ccnj
transcript/34815,evi5b
transcript/34816,tmem131
transcript/34817,naf1
transcript/34818,wdtc1
transcript/34819,ippk
transcript/34820,samhd1
transcript/34821,arg1
transcript/34822,itih2
transcript/34823,lima1a
transcript/34824,ubr5
transcript/34825,pard6g
transcript/34826,tpcn2
transcript/34827,enschap00000024465
transcript/34829,actn2b
transcript/34830,atp1a1b
transcript/34831,spen
transcript/34832,pfl2
transcript/34833,ddx5
transcript/34834,supt6h
transcript/34835,nrbp1
transcript/34836,tmem255a
transcript/34837,taok3a
transcript/34838,macrod1
transcript/34839,skil
transcript/34840,actn1
transcript/34841,copb1
transcript/34842,actn2b
transcript/34843,foxk2
transcript/34844,arfgef3
transcript/34845,foxo6a
transcript/34846,nipal3
transcript/34847,isca1
transcript/34848,foxj1b
transcript/34849,kalrna
transcript/34850,atp2b3a
transcript/34851,bmf1
transcript/34852,cabz01059120.1
transcript/34853,herc7
transcript/34854,ppm1nb
transcript/34855,pde1c
transcript/34856,u88
transcript/34857,neto1l
transcript/34858,iqgap1
transcript/34859,stra6
transcript/34860,zgc:63587
transcript/34861,acsbg2
transcript/34862,b4gat1
transcript/34863,si:dkey-57k2.7
transcript/34864,ggcx
transcript/34865,ddb_g0294196
transcript/34866,stk3
transcript/34867,acaca
transcript/34868,acsl1
transcript/34869,kmt2a
transcript/34870,thbs4a
transcript/34871,fat2
transcript/34872,tmem106a
transcript/34873,angptl4
transcript/34874,grina
transcript/34875,tbc1d1
transcript/34876,kmt2cb
transcript/34877,mpzl2
transcript/34878,sppl3
transcript/34879,itcha
transcript/34880,hmcn1
transcript/34881,trpc4apa
transcript/34882,mfap4
transcript/34883,tnpo3
transcript/34884,slc22a13a
transcript/34885,susd6
transcript/34886,atp6v0a2a
transcript/34887,tomm40
transcript/34888,abcd3
transcript/34889,ddb_g0294196
transcript/34890,mafaa
transcript/34891,ttn
transcript/34892,si:ch211-189k9.2
transcript/34893,atg14
transcript/34894,u88
transcript/34895,dmxl2
transcript/34896,ring1
transcript/34897,sdf4
transcript/34898,clic1
transcript/34899,slc17a7b
transcript/34900,enschap00000018228
transcript/34901,ggt7
transcript/34902,grip1
transcript/34903,cdk5r1
transcript/34904,cuedc1
transcript/34905,spag1
transcript/34906,si:ch211-210b2.3
transcript/34907,ibr5
transcript/34908,fgd4b
transcript/34909,txlna
transcript/34910,aplp2
transcript/34911,tmx3
transcript/34912,mir1257
transcript/34913,enschap00000015535
transcript/34914,adck2
transcript/34915,mettl14
transcript/34916,evplb
transcript/34918,col6a3
transcript/34919,eml4
transcript/34920,abcc3
transcript/34921,kmt2bb
transcript/34922,cabz01009512.1
transcript/34923,enschap00000012306
transcript/34924,add1
transcript/34925,cyp1a
transcript/34926,ccdc177
transcript/34927,itgam
transcript/34928,fhod3a
transcript/34929,sharpin
transcript/34930,ankib1
transcript/34931,loc102634333
transcript/34932,cuedc1
transcript/34933,myo1g
transcript/34934,osbpl2b
transcript/34935,copb1
transcript/34936,enschap00000021163
transcript/34937,arhgap8
transcript/34938,ints13
transcript/34939,palmd
transcript/34940,cd99l2
transcript/34941,enschap00000018003
transcript/34942,lsp1a
transcript/34943,scn1b
transcript/34944,fsd1
transcript/34945,bri3bp
transcript/34946,ggt7
transcript/34947,abca3b
transcript/34948,seh1l
transcript/34949,tbc1d17
transcript/34950,enc1
transcript/34951,abl2
transcript/34952,foxp1a
transcript/34953,si:ch211-271b14.1
transcript/34954,tex10
transcript/34955,ganab
transcript/34956,lpcat2
transcript/34957,tmc7
transcript/34958,si:ch1073-280e3.1
transcript/34959,pfas
transcript/34960,si:ch211-39f2.3
transcript/34961,npnta
transcript/34962,enpp2
transcript/34963,vcam1b
transcript/34964,mapkapk3
transcript/34965,myom2a
transcript/34966,pde3b
transcript/34967,filip1b
transcript/34968,msl1
transcript/34969,lrx3
transcript/34970,atm
transcript/34971,actn1
transcript/34972,agpat3
transcript/34974,stk11
transcript/34976,elf2a
transcript/34977,tprb
transcript/34978,myss
transcript/34979,gpc6b
transcript/34980,hoxa4
transcript/34981,mylk4b
transcript/34982,jph2
transcript/34983,pde4dip
transcript/34984,ism1
transcript/34985,mfap4
transcript/34986,gatad2b
transcript/34987,magee1
transcript/34989,sv2bb
transcript/34990,tmem181
transcript/34991,api5
transcript/34992,fbxo31
transcript/34993,ccdc9
transcript/34994,si:dkey-12e7.4
transcript/34996,luc7l
transcript/34997,kcnk1
transcript/34998,mtmr1a
transcript/34999,scarb2a
transcript/35000,syb
transcript/35001,trpc4apa
transcript/35002,afg3l1
transcript/35003,ddx19b
transcript/35004,c7h4orf48
transcript/35005,u88
transcript/35006,fubp3
transcript/35007,cyfip1
transcript/35008,hnrnpub
transcript/35009,impdh1a
transcript/35010,rnh1
transcript/35011,si:dkey-27b3.2
transcript/35012,kbtbd12
transcript/35013,mtmr7b
transcript/35014,epn1
transcript/35015,art2
transcript/35016,dnajc10
transcript/35017,elovl6
transcript/35018,ncor2
transcript/35019,coro7
transcript/35020,ipcef1
transcript/35021,eml4
transcript/35022,impdh1b
transcript/35023,mon2
transcript/35024,lo018260.2
transcript/35025,myom2a
transcript/35026,slc8a1a
transcript/35027,epb41l3
transcript/35028,bach1b
transcript/35029,ubr5
transcript/35030,acap1
transcript/35031,zgc:113337
transcript/35032,fscn1
transcript/35033,actn2b
transcript/35034,plecb
transcript/35035,cacna1sa
transcript/35036,myom2
transcript/35037,nsmaf
transcript/35038,pcdh1g22
transcript/35039,bmpr1a
transcript/35040,gng4
transcript/35041,rhot1a
transcript/35042,cabz01080375.1
transcript/35043,gpr158a
transcript/35044,anos1
transcript/35045,clasrp
transcript/35046,apbb1
transcript/35047,dvl2
transcript/35048,tspan5b
transcript/35049,mfsd6b
transcript/35050,atrx
transcript/35051,rnf24
transcript/35052,rnf24
transcript/35053,cabz01040999.1
transcript/35054,ubap2
transcript/35055,lpin2
transcript/35056,enschap00000023091
transcript/35057,gcgra
transcript/35058,zswim6
transcript/35059,niban1b
transcript/35060,caprin1b
transcript/35061,bub1
transcript/35062,trappc11
transcript/35063,ppp1r11
transcript/35065,ubr4
transcript/35066,znf106a
transcript/35067,slc35a5
transcript/35068,pbrm1l
transcript/35069,sfrp2
transcript/35070,asb2a.1
transcript/35071,asb14a
transcript/35073,ahcyl2
transcript/35074,ccdc12
transcript/35075,syt11b
transcript/35076,smarca4
transcript/35077,dpp6b
transcript/35078,akap9
transcript/35079,tef
transcript/35080,tmem67
transcript/35082,ckap5
transcript/35083,enschap00000018302
transcript/35084,ppp1r12a
transcript/35085,prkag2
transcript/35087,mtss1
transcript/35088,lama4
transcript/35089,atp5g3
transcript/35090,pard3ba
transcript/35091,nlrx1
transcript/35092,tomm70
transcript/35093,mepce
transcript/35094,hdlbpa
transcript/35095,naif1
transcript/35096,sox9
transcript/35097,cyp1a
transcript/35098,acana
transcript/35099,cdh30
transcript/35100,col9a2
transcript/35101,hdac7b
transcript/35102,fkbp10b
transcript/35103,lpin1
transcript/35104,hyal2a
transcript/35105,vps8
transcript/35106,large
transcript/35107,tp53i11b
transcript/35108,uvssa
transcript/35110,app
transcript/35111,gpcpd1
transcript/35112,bhlhe41
transcript/35113,adam23
transcript/35114,ptpn14
transcript/35115,cabz01054965.1
transcript/35116,inax
transcript/35117,stmn1
transcript/35118,ric8b
transcript/35119,yeats4
transcript/35120,coro2ba
transcript/35121,wdr75
transcript/35122,pde8a
transcript/35123,paxbp1
transcript/35124,zdhhc16b
transcript/35125,tbc1d23
transcript/35126,tmem168
transcript/35128,enschap00000006876
transcript/35129,snrnp200
transcript/35130,fancb
transcript/35131,scyl3
transcript/35132,smchd1
transcript/35133,castor2
transcript/35134,dusp1-a
transcript/35135,eif5
transcript/35136,si:ch211-196h16.4
transcript/35137,iqgap1
transcript/35138,actn2b
transcript/35139,steap4
transcript/35140,rassf4
transcript/35141,ulk2
transcript/35142,fam122b
transcript/35143,ttn
transcript/35144,erap1b
transcript/35145,tmem209
transcript/35146,mst1rb
transcript/35147,pik3ap1
transcript/35148,abhd2a
transcript/35149,syk
transcript/35150,hdac7b
transcript/35151,uckl1b
transcript/35152,agpat3
transcript/35153,smek1
transcript/35154,bcl2l13
transcript/35155,pygm
transcript/35156,foxk2
transcript/35157,myom2
transcript/35158,rbm4.1
transcript/35159,tpbg
transcript/35160,hmgxb4a
transcript/35161,u2af2b
transcript/35162,nrxn3b
transcript/35163,7-Mar
transcript/35164,klc4
transcript/35165,paxbp1
transcript/35166,plxnb2
transcript/35167,zfhx3
transcript/35168,kcnd2
transcript/35169,zc3h18
transcript/35170,nell1
transcript/35171,u88
transcript/35172,dhrs9
transcript/35173,trip12
transcript/35174,enschap00000007390
transcript/35175,setx
transcript/35176,nacad
transcript/35177,ccnt2b
transcript/35178,irf2a
transcript/35179,mia2
transcript/35180,rab24
transcript/35181,kif5b
transcript/35182,apool
transcript/35183,ythdf3
transcript/35184,foxp1a
transcript/35185,c3a.2
transcript/35186,nr2f6b
transcript/35187,scmh1
transcript/35188,sf1
transcript/35189,rhoac
transcript/35190,trpv6
transcript/35191,hip1
transcript/35192,myo18b
transcript/35193,nst1
transcript/35194,usp22
transcript/35195,klhdc2
transcript/35196,kmt2b
transcript/35197,mical2a
transcript/35198,mgll
transcript/35199,cbx8
transcript/35200,wwp2
transcript/35201,adgrb1a
transcript/35202,map2k4
transcript/35203,mia2
transcript/35204,ntn4
transcript/35205,actn2b
transcript/35206,tomm34
transcript/35207,nap1l1
transcript/35208,smg5
transcript/35209,kiaa1958
transcript/35210,grik2
transcript/35211,slc35d1
transcript/35212,prpf40a
transcript/35213,u88
transcript/35214,trpc3
transcript/35215,dync1h1
transcript/35216,ccdc187
transcript/35217,nfe2l1a
transcript/35218,frem2a
transcript/35219,si:dkey-253i9.4
transcript/35220,rab3gap1
transcript/35221,serping1
transcript/35222,dhcr24
transcript/35223,plg
transcript/35224,cdh30
transcript/35225,usp44
transcript/35226,zfp418
transcript/35227,unm_sa1506
transcript/35228,prickle1b
transcript/35229,ash2l
transcript/35230,enschap00000035155
transcript/35231,dgkh
transcript/35232,ada
transcript/35233,ddx5
transcript/35234,slc25a17
transcript/35235,snx1a
transcript/35236,nfkb2
transcript/35237,hdgfrp2
transcript/35238,u88
transcript/35239,clasrp
transcript/35240,tyk2
transcript/35241,lima1a
transcript/35242,pck2
transcript/35243,tmem184a
transcript/35244,nkrf
transcript/35245,atp2a2a
transcript/35246,homer2
transcript/35247,cttnbp2nla
transcript/35248,ampd3
transcript/35249,tbkbp1
transcript/35250,parp6a
transcript/35251,adgrf3b
transcript/35252,abhd8
transcript/35253,pcdhga2
transcript/35254,nst1
transcript/35255,kdm1b
transcript/35256,frg1
transcript/35257,copg2
transcript/35258,tnpo3
transcript/35259,st7l
transcript/35260,alg13
transcript/35261,plekha1
transcript/35262,foxk1
transcript/35263,an3
transcript/35264,mia2
transcript/35265,prpf39
transcript/35266,btbd11b
transcript/35267,si:cabz01069013.3
transcript/35268,pde4bb
transcript/35269,nfkb2
transcript/35270,enschap00000056098
transcript/35271,flot2a
transcript/35272,slc45a3
transcript/35273,itgb5
transcript/35274,gimap9
transcript/35275,arap1
transcript/35276,suz12b
transcript/35277,cyth1b
transcript/35278,tbx5a
transcript/35279,atf2
transcript/35280,tmem229b
transcript/35281,fitm1l
transcript/35282,arhgap12b
transcript/35283,cabin1
transcript/35284,ets1
transcript/35285,prkaca
transcript/35286,rps6ka1
transcript/35287,slc4a11
transcript/35288,itgad
transcript/35289,samd9l
transcript/35290,hmcn2
transcript/35291,cbll1
transcript/35292,plpp7
transcript/35293,mapt
transcript/35294,foxk2
transcript/35295,hivep2b
transcript/35296,grp2
transcript/35297,epha4a
transcript/35298,ggt7
transcript/35299,kcnq2b
transcript/35300,enschap00000049137
transcript/35301,zc3h18
transcript/35302,app
transcript/35303,tbc1d23
transcript/35304,shmt2
transcript/35305,med26
transcript/35306,strn
transcript/35307,syncripl
transcript/35308,phf12b
transcript/35310,lsp1a
transcript/35311,irf2a
transcript/35312,col2a1a
transcript/35313,rhag
transcript/35314,lrrfip2
transcript/35315,map3k10
transcript/35316,zmp:0000001114
transcript/35317,il2rb
transcript/35318,acot11a
transcript/35319,znf395
transcript/35320,col4a1
transcript/35321,ppp4r1
transcript/35322,iqgap2
transcript/35323,rca2.2
transcript/35325,fam160a2
transcript/35326,coq8aa
transcript/35327,sipa1l3
transcript/35328,myh7
transcript/35329,nbeaa
transcript/35330,syncripl
transcript/35331,prkcq
transcript/35332,ppp1r12c
transcript/35333,4-Mar
transcript/35334,akap11
transcript/35335,nr1d4b
transcript/35336,app
transcript/35337,extl3
transcript/35339,enschap00000034228
transcript/35340,srms
transcript/35341,clasp1
transcript/35342,cherp
transcript/35343,prkag2a
transcript/35344,zcchc8
transcript/35345,ttc13
transcript/35346,ftsj3
transcript/35347,apba1
transcript/35348,selenoo1
transcript/35349,wdr3
transcript/35350,zcchc2
transcript/35351,arhgap24
transcript/35352,vars
transcript/35353,fam234a
transcript/35354,aste1
transcript/35355,sash1a
transcript/35356,zc3h7bb
transcript/35357,helz
transcript/35358,man2c1
transcript/35359,med16
transcript/35360,gcgra
transcript/35361,nr2c1
transcript/35362,alg2
transcript/35363,col6a2
transcript/35364,dvl3b
transcript/35365,vwf
transcript/35366,ppfibp2
transcript/35367,nadk2
transcript/35368,apc
transcript/35369,ank2
transcript/35370,ldb3a
transcript/35371,slc28a1
transcript/35372,nat10
transcript/35373,rapgef3
transcript/35374,hyal2b
transcript/35375,st3gal2
transcript/35376,nab2
transcript/35377,fam117ab
transcript/35378,capn2b
transcript/35379,myh7
transcript/35380,mpc2
transcript/35381,enschap00000017394
transcript/35382,pdcd11
transcript/35383,etv5a
transcript/35384,cabz01060891.1
transcript/35385,arfgap2
transcript/35387,senp1
transcript/35388,enschap00000041391
transcript/35389,sptbn1
transcript/35390,cmpk2
transcript/35391,myo9b
transcript/35392,trim36
transcript/35393,sox8
transcript/35394,kdm3b
transcript/35395,sema6a
transcript/35396,cbfa2t2
transcript/35397,rfx1b
transcript/35398,aldh4a1
transcript/35399,cul1
transcript/35400,vtg1
transcript/35401,zmp:0000000662
transcript/35402,impdh1b
transcript/35403,clcn5b
transcript/35404,mtss1
transcript/35405,spty2d1
transcript/35406,casc3
transcript/35407,ammecr1
transcript/35408,man1c1
transcript/35409,hk1
transcript/35410,myh11b
transcript/35411,myo5b
transcript/35412,tmc5
transcript/35413,sec23b
transcript/35414,usp12
transcript/35415,dync1i2b
transcript/35416,il2rga
transcript/35417,si:ch211-160o17.4
transcript/35418,lrx2
transcript/35419,rpl12
transcript/35420,kansl1a
transcript/35421,dipk1b
transcript/35422,ahnak
transcript/35423,capn1
transcript/35424,zfr2
transcript/35425,si:ch211-196h16.4
transcript/35426,asap1
transcript/35427,ptchd3
transcript/35428,ankmy1
transcript/35429,enschap00000002468
transcript/35430,vtg1
